timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1707552818488,657,Select/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html-425,200,OK,LoadTest 1-16,text,true,,171346,833,2,2,https://www.theitdepot.com/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html,538,0,0
1707552819146,563,AddtoWishList/mywishlist.html-541,200,OK,LoadTest 1-16,text,true,,103702,819,2,2,https://www.theitdepot.com/mywishlist.html,446,0,0
1707552819140,968,Search/search.html-404,200,OK,LoadTest 1-17,text,true,,175458,782,3,3,https://www.theitdepot.com/search.html?keywords=keyboard,822,0,0
1707552819710,602,AddtoCart/shopping-cart.html-566,200,OK,LoadTest 1-16,text,true,,106182,786,3,3,https://www.theitdepot.com/shopping-cart.html,489,0,0
1707552820109,608,Select/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html-425,200,OK,LoadTest 1-17,text,true,,170729,833,2,2,https://www.theitdepot.com/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html,495,0,0
1707552820027,776,Home/-376,200,OK,LoadTest 1-18,text,true,,196353,662,2,2,https://www.theitdepot.com/,627,0,127
1707552820719,550,AddtoWishList/mywishlist.html-541,200,OK,LoadTest 1-17,text,true,,103702,819,2,2,https://www.theitdepot.com/mywishlist.html,440,0,0
1707552820806,1005,Search/search.html-404,200,OK,LoadTest 1-18,text,true,,175458,782,3,3,https://www.theitdepot.com/search.html?keywords=keyboard,853,0,0
1707552821270,554,AddtoCart/shopping-cart.html-566,200,OK,LoadTest 1-17,text,true,,106182,786,3,3,https://www.theitdepot.com/shopping-cart.html,443,0,0
1707552821809,643,Select/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html-425,200,OK,LoadTest 1-18,text,true,,171503,833,2,2,https://www.theitdepot.com/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html,528,0,0
1707552821694,774,Home/-376,200,OK,LoadTest 1-19,text,true,,196408,662,2,2,https://www.theitdepot.com/,626,0,133
1707552822454,548,AddtoWishList/mywishlist.html-541,200,OK,LoadTest 1-18,text,true,,103702,819,2,2,https://www.theitdepot.com/mywishlist.html,438,0,0
1707552822468,928,Search/search.html-404,200,OK,LoadTest 1-19,text,true,,175458,782,3,3,https://www.theitdepot.com/search.html?keywords=keyboard,785,0,0
1707552823003,583,AddtoCart/shopping-cart.html-566,200,OK,LoadTest 1-18,text,true,,106182,786,3,3,https://www.theitdepot.com/shopping-cart.html,473,0,0
1707552823397,589,Select/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html-425,200,OK,LoadTest 1-19,text,true,,170897,833,2,2,https://www.theitdepot.com/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html,477,0,0
1707552823357,754,Home/-376,200,OK,LoadTest 1-20,text,true,,196577,662,2,2,https://www.theitdepot.com/,601,0,127
1707552823988,568,AddtoWishList/mywishlist.html-541,200,OK,LoadTest 1-19,text,true,,103702,819,2,2,https://www.theitdepot.com/mywishlist.html,459,0,0
1707552824113,938,Search/search.html-404,200,OK,LoadTest 1-20,text,true,,175458,782,3,3,https://www.theitdepot.com/search.html?keywords=keyboard,785,0,0
1707552824557,544,AddtoCart/shopping-cart.html-566,200,OK,LoadTest 1-19,text,true,,106182,786,3,3,https://www.theitdepot.com/shopping-cart.html,437,0,0
1707552825052,607,Select/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html-425,200,OK,LoadTest 1-20,text,true,,172044,833,2,2,https://www.theitdepot.com/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html,490,0,0
1707552825024,783,Home/-376,200,OK,LoadTest 1-21,text,true,,196304,662,2,2,https://www.theitdepot.com/,633,0,127
1707552825661,540,AddtoWishList/mywishlist.html-541,200,OK,LoadTest 1-20,text,true,,103702,819,2,2,https://www.theitdepot.com/mywishlist.html,425,0,0
1707552825810,921,Search/search.html-404,200,OK,LoadTest 1-21,text,true,,175458,782,3,3,https://www.theitdepot.com/search.html?keywords=keyboard,778,0,0
1707552826202,541,AddtoCart/shopping-cart.html-566,200,OK,LoadTest 1-20,text,true,,106182,786,3,3,https://www.theitdepot.com/shopping-cart.html,423,0,0
1707552826732,613,Select/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html-425,200,OK,LoadTest 1-21,text,true,,171469,833,2,2,https://www.theitdepot.com/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html,500,0,0
1707552826693,770,Home/-376,200,OK,LoadTest 1-22,text,true,,196394,662,2,2,https://www.theitdepot.com/,613,0,127
1707552827344,538,AddtoWishList/mywishlist.html-541,200,OK,LoadTest 1-21,text,true,,103702,819,2,2,https://www.theitdepot.com/mywishlist.html,428,0,0
1707552827463,958,Search/search.html-404,200,OK,LoadTest 1-22,text,true,,175458,782,3,3,https://www.theitdepot.com/search.html?keywords=keyboard,809,0,0
1707552827883,580,AddtoCart/shopping-cart.html-566,200,OK,LoadTest 1-21,text,true,,106182,786,3,3,https://www.theitdepot.com/shopping-cart.html,466,0,0
1707552828422,675,Select/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html-425,200,OK,LoadTest 1-22,text,true,,171466,833,2,2,https://www.theitdepot.com/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html,558,0,0
1707552828355,751,Home/-376,200,OK,LoadTest 1-23,text,true,,196476,662,2,2,https://www.theitdepot.com/,601,0,125
1707552829099,568,AddtoWishList/mywishlist.html-541,200,OK,LoadTest 1-22,text,true,,103702,819,2,2,https://www.theitdepot.com/mywishlist.html,457,0,0
1707552829108,971,Search/search.html-404,200,OK,LoadTest 1-23,text,true,,175458,782,3,3,https://www.theitdepot.com/search.html?keywords=keyboard,823,0,0
1707552829668,591,AddtoCart/shopping-cart.html-566,200,OK,LoadTest 1-22,text,true,,106182,786,3,3,https://www.theitdepot.com/shopping-cart.html,481,0,0
1707552830080,631,Select/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html-425,200,OK,LoadTest 1-23,text,true,,171263,833,2,2,https://www.theitdepot.com/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html,518,0,0
1707552830022,835,Home/-376,200,OK,LoadTest 1-24,text,true,,196227,662,2,2,https://www.theitdepot.com/,693,0,129
1707552830713,557,AddtoWishList/mywishlist.html-541,200,OK,LoadTest 1-23,text,true,,103702,819,2,2,https://www.theitdepot.com/mywishlist.html,447,0,0
1707552830859,1009,Search/search.html-404,200,OK,LoadTest 1-24,text,true,,175458,782,3,3,https://www.theitdepot.com/search.html?keywords=keyboard,862,0,0
1707552831271,601,AddtoCart/shopping-cart.html-566,200,OK,LoadTest 1-23,text,true,,106182,786,3,3,https://www.theitdepot.com/shopping-cart.html,487,0,0
1707552831689,795,Home/-376,200,OK,LoadTest 1-25,text,true,,196576,662,2,2,https://www.theitdepot.com/,642,0,134
1707552831864,649,Select/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html-425,200,OK,LoadTest 1-24,text,true,,171119,833,2,2,https://www.theitdepot.com/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html,535,0,0
1707552832515,549,AddtoWishList/mywishlist.html-541,200,OK,LoadTest 1-24,text,true,,103702,819,2,2,https://www.theitdepot.com/mywishlist.html,439,0,0
1707552832483,966,Search/search.html-404,200,OK,LoadTest 1-25,text,true,,175458,782,3,3,https://www.theitdepot.com/search.html?keywords=keyboard,815,0,0
1707552833065,535,AddtoCart/shopping-cart.html-566,200,OK,LoadTest 1-24,text,true,,106182,786,3,3,https://www.theitdepot.com/shopping-cart.html,427,0,0
1707552833449,615,Select/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html-425,200,OK,LoadTest 1-25,text,true,,171670,833,2,2,https://www.theitdepot.com/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html,499,0,0
1707552833352,780,Home/-376,200,OK,LoadTest 1-26,text,true,,196390,662,2,2,https://www.theitdepot.com/,625,0,133
1707552834066,554,AddtoWishList/mywishlist.html-541,200,OK,LoadTest 1-25,text,true,,103702,819,2,2,https://www.theitdepot.com/mywishlist.html,439,0,0
1707552834134,925,Search/search.html-404,200,OK,LoadTest 1-26,text,true,,175458,782,3,3,https://www.theitdepot.com/search.html?keywords=keyboard,778,0,0
1707552834621,538,AddtoCart/shopping-cart.html-566,200,OK,LoadTest 1-25,text,true,,106182,786,3,3,https://www.theitdepot.com/shopping-cart.html,426,0,0
1707552835060,654,Select/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html-425,200,OK,LoadTest 1-26,text,true,,171569,833,2,2,https://www.theitdepot.com/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html,535,0,0
1707552835020,894,Home/-376,200,OK,LoadTest 1-27,text,true,,196190,662,2,2,https://www.theitdepot.com/,738,0,133
1707552835715,547,AddtoWishList/mywishlist.html-541,200,OK,LoadTest 1-26,text,true,,103702,819,2,2,https://www.theitdepot.com/mywishlist.html,427,0,0
1707552836263,552,AddtoCart/shopping-cart.html-566,200,OK,LoadTest 1-26,text,true,,106182,786,3,3,https://www.theitdepot.com/shopping-cart.html,430,0,0
1707552835917,938,Search/search.html-404,200,OK,LoadTest 1-27,text,true,,175458,782,2,2,https://www.theitdepot.com/search.html?keywords=keyboard,776,0,0
1707552836687,783,Home/-376,200,OK,LoadTest 1-28,text,true,,196477,662,2,2,https://www.theitdepot.com/,625,0,135
1707552836852,660,Select/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html-425,200,OK,LoadTest 1-27,text,true,,170823,833,2,2,https://www.theitdepot.com/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html,540,0,0
1707552837514,567,AddtoWishList/mywishlist.html-541,200,OK,LoadTest 1-27,text,true,,103702,819,2,2,https://www.theitdepot.com/mywishlist.html,452,0,0
1707552837470,1004,Search/search.html-404,200,OK,LoadTest 1-28,text,true,,175458,782,3,3,https://www.theitdepot.com/search.html?keywords=keyboard,851,0,0
1707552838082,606,AddtoCart/shopping-cart.html-566,200,OK,LoadTest 1-27,text,true,,106182,786,3,3,https://www.theitdepot.com/shopping-cart.html,491,0,0
1707552838353,756,Home/-376,200,OK,LoadTest 1-29,text,true,,196508,662,2,2,https://www.theitdepot.com/,610,0,122
